,Unnamed: 0.1,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,geometry,police_dist,police_station_name,medical_dist,medical_name,school_dist,school_name,farmers_market_dist,farmers_market_name,view_y_n,basement_y_n,grade_10 Very Good,grade_11 Excellent,grade_5 Fair,grade_6 Low Average,grade_7 Average,grade_8 Good,grade_9 Better,condition_Average,condition_Fair,condition_Good,condition_Poor,condition_Very Good
2959,2959,6/19/2014,3,1.0,1320,3625,2.0,1320,0.0,1900,0.0,98122,47.6049,-122.288,1660,5438,POINT (-122.288 47.6049),0.030944762370990288,Seattle Police East Precinct,0.017032051258173884,Carolyn Downs Family Medical Center,0.004729167337101591,Leschi Elementary School,0.010760262920134996,Madrona Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8639,8639,3/27/2015,4,2.5,2350,9779,1.0,2350,0.0,1987,0.0,98074,47.6411,-122.065,2700,10441,POINT (-122.065 47.6411),0.04875644701615217,Sammamish Police Department,0.06442973541859127,Swedish Pine Lake Primary Care,0.00312335812684,Elizabeth Blackwell Elementary School,0.01761924372896239,Sammamish Farmers Market,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2502,2502,4/17/2015,3,2.5,2370,3239,2.0,1950,420.0,2006,0.0,98072,47.7515,-122.174,2520,3431,POINT (-122.174 47.7515),0.011851699383534626,Woodinville Police Department,0.01836258050832124,Kaiser Permanente - Northshore,0.009761688520756682,Woodmoor Elementary School,0.01740801135978154,Woodinville Farmers Market,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
18644,18644,1/12/2015,2,1.0,1890,4700,1.0,1030,860.0,1928,0.0,98107,47.6747,-122.391,2150,4700,POINT (-122.391 47.6747),0.06073543421355425,Seattle Police Harbor Patrol Office,0.008233124438162794,Swedish Clinic Ballard,0.0016415540464238276,Adams Elementary School,0.011382902659701112,Ballard Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11302,11302,8/12/2014,4,2.5,2370,10580,2.0,2370,0.0,1966,0.0,98055,47.464,-122.192,1590,8584,POINT (-122.192 47.464),0.016680269743592272,Renton Police Department,0.022638557407477417,Kaiser Permanente - Renton,0.008687727784810365,Cascade Elementary School,0.02241515832422512,Renton Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
10421,10421,6/3/2014,5,2.75,2040,7488,1.0,1200,840.0,1969,0.0,98034,47.7289,-122.172,1530,7488,POINT (-122.172 47.7289),0.025812881147321304,Kirkland Police Department,0.014251022317365015,Virginia Mason Clinic-Kirkland,0.007237309721058222,Kamiakin Middle School,0.029906611709956364,Woodinville Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55,55,5/12/2014,4,2.5,2830,5000,2.0,2830,0.0,1995,0.0,98105,47.6597,-122.29,1950,5000,POINT (-122.29 47.6597),0.027456750236029046,UW Police Department,0.0032823352586435106,Lakeview Medical Dental Center,0.011984658989374996,William Cullen Bryant Elementary School,0.023540568733769945,University District Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
7316,7316,5/2/2014,4,1.0,1450,8800,1.0,1450,0.0,1954,0.0,98006,47.5746,-122.135,1260,8942,POINT (-122.135 47.5746),0.010136188686063178,WSP District 2 Headquarters and Communications,0.02614348502086917,Kaiser Permanente - Factoria,0.005281204270157744,Eastgate Elementary School,0.04576988580183782,Crossroads Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14843,14843,12/18/2014,3,2.5,1810,7350,1.0,1310,500.0,1984,0.0,98058,47.4434,-122.125,2240,7350,POINT (-122.125 47.4434),0.026978157185585938,Fairwood Storefront,0.02425198828160976,Valley Medical Fairwood Primary Care,0.004094692972637632,Ridgewood Elementary School,0.0905902378018822,Renton Farmers Market,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8333,8333,9/26/2014,3,1.0,960,5030,1.0,960,0.0,1955,0.0,98118,47.5611,-122.28,1460,5400,POINT (-122.28 47.5611),0.026198181344276445,Seattle Police South Precinct,0.006879622502500136,Kaiser Permanente - Rainier,0.0058783685452562535,Hawthorne Elementary School,0.006217745211299553,Columbia City Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5449,5449,6/12/2014,3,2.25,2060,8640,1.0,2060,0.0,1966,0.0,98033,47.6534,-122.195,2030,9000,POINT (-122.195 47.6534),0.027646069663076214,Clyde Hill Police Department,0.02934496756015995,UW Eastide Speciality,0.0019749868116769654,Emerson K-12,0.025045073729876008,Kirkland Wednesday Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8777,8777,12/12/2014,2,1.5,720,4346,1.0,720,0.0,1942,0.0,98106,47.5225,-122.351,790,4346,POINT (-122.351 47.5225),0.006990794153722445,White Center Storefront,0.01920652434166564,Navos Mental Health Solutions,0.003758488362694251,Highland Park Elementary School,0.0534695798800816,West Seattle Farmers Market,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
716,716,7/15/2014,3,1.5,1010,8108,1.0,1010,0.0,1954,0.0,98155,47.7359,-122.309,1300,8108,POINT (-122.309 47.7359),0.036223972582102575,Lake Forest Park Police Department,0.031765651348710955,Kindred Hospital Seattle - Northgate,0.004461520341639054,Fircrest School,0.01966582574612169,Lake City Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17919,17919,6/9/2014,4,1.75,1980,9000,1.0,1480,500.0,1978,0.0,98023,47.3071,-122.381,1980,9360,POINT (-122.381 47.3071),0.05452670915516461,Federal Way Police Department,0.04984879881775399,Kaiser Permanente - Federal Way,0.007763826335396902,Brigadoon Elementary School,0.07277083416836973,Federal Way Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18527,18527,6/17/2014,5,2.0,2700,10875,1.0,1540,1160.0,1962,0.0,98007,47.6163,-122.138,2040,7464,POINT (-122.138 47.6163),0.00812351763503757,Crossroads Police Substation,0.029024221804847906,Bellevue CBOC (Valor Healthcare),0.00934613059593068,St. Louise School,0.008413630676572007,Crossroads Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5330,5330,4/28/2015,3,1.75,1800,9314,2.0,1800,0.0,1979,0.0,98011,47.7762,-122.198,2100,9658,POINT (-122.198 47.7762),0.016422835451809316,Bothell Police Department,0.015476276532111097,HealthPoint Bothell,0.006549518218731914,Maywood Hills Elementary School,0.022804663320785904,Bothell Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
16125,16125,6/26/2014,2,1.0,930,7740,1.0,930,0.0,1924,0.0,98125,47.7091,-122.292,1250,7740,POINT (-122.292 47.7091),0.04322275677805131,Seattle Police North Precinct,0.029286975860291126,Kindred Hospital Seattle - Northgate,0.0010686814713574606,Jane Addams Middle School,0.01209224390971945,Lake City Farmers Market,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1309,1309,9/15/2014,4,2.0,2220,14120,1.0,1200,1020.0,1966,0.0,98042,47.361,-122.116,1300,9709,POINT (-122.116 47.361),0.002726852255458437,Covington Police Department,0.002594408998201389,Valley Medical Covington,0.007436988858205853,Covington Elementary School,0.08699319585807325,Maple Valley Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7121,7121,4/22/2015,3,2.5,2460,38794,2.0,2460,0.0,1999,0.0,98077,47.7602,-122.022,2470,51400,POINT (-122.022 47.7602),0.04066666131724745,Duvall Police Department,0.12964183231421705,HealthPoint Redmond,0.028198858490031845,East Ridge Elementary School,0.038608651075990034,Duvall Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2366,2366,12/1/2014,2,1.75,1840,4076,1.0,1140,700.0,1957,0.0,98117,47.6875,-122.393,1540,4076,POINT (-122.393 47.6875),0.06023068134558095,Seattle Police North Precinct,0.02022019849262161,Swedish Clinic Ballard,0.0041431715862874936,Loyal Heights Elementary School,0.0231684383972644,Ballard Farmers Market,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4814,4814,7/2/2014,4,2.25,1950,5950,1.0,1330,620.0,1947,0.0,98109,47.639,-122.347,2600,5593,POINT (-122.347 47.639),0.011505920737861523,Seattle Police Harbor Patrol Office,0.010337767741610498,Swedish Clinic Queen Anne,0.002226677159735926,Queen Anne Elementary School,0.01006046350340058,Queen Anne Farmers Market,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11823,11823,4/3/2015,4,3.0,2100,3800,2.0,2100,0.0,1972,0.0,98115,47.6807,-122.291,1320,3800,POINT (-122.291 47.6807),0.03810895487904373,UW Police Department,0.01873283041172456,Virginia Mason Clinic-Sand Point,0.001904977031842112,Concordia Lutheran School,0.027206058531325898,University District Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
13183,13183,6/25/2014,5,3.5,5850,22885,2.0,4670,1180.0,1978,0.0,98004,47.606,-122.211,3240,19020,POINT (-122.211 47.606),0.02052946102751904,Bellevue Police Department,0.021889000363666183,Virginia Mason Clinic-Bellevue,0.01341500232906948,Bellevue High School,0.022386472838172227,Bellevue Farmers Market,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10214,10214,6/24/2014,3,2.25,1430,2003,2.0,980,450.0,1996,0.0,98144,47.5908,-122.292,2210,4000,POINT (-122.292 47.5908),0.030826358417375844,Metro Transit Police Unit,0.010112116162471423,Center Park Council,0.007847735896400629,Thurgood Marshall Elementary School,0.02167060645417694,Madrona Farmers Market,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1885,1885,2/17/2015,4,2.5,3362,8601,2.0,3362,0.0,2004,0.0,98003,47.2592,-122.304,2770,8601,POINT (-122.304 47.2592),0.05013249180940578,Federal Way Police Department,0.03556933462390865,Federal Way CBOC (Valor Healthcare),0.01525629237346909,Rainier View Elementary School-Federal Way,0.05966268490246536,Federal Way Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11361,11361,4/29/2015,3,2.25,2510,10418,1.0,1810,700.0,1968,0.0,98115,47.7003,-122.285,2510,9435,POINT (-122.285 47.7003),0.04985085605900357,Seattle Police North Precinct,0.03671446632205168,Kindred Hospital Seattle - Northgate,0.00678587127352705,John Rogers Elementary School,0.02326855020660073,Lake City Farmers Market,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6192,6192,10/10/2014,2,1.0,1050,9000,1.5,1050,0.0,1984,0.0,98003,47.2887,-122.299,1550,9600,POINT (-122.299 47.2887),0.03150944234600828,Federal Way Police Department,0.02083624509584365,Federal Way CBOC (Valor Healthcare),0.00999234808734063,Lakeland Elementary School,0.03161369972749832,Federal Way Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13012,13012,5/5/2014,3,2.5,1880,7838,2.0,1880,0.0,1994,0.0,98055,47.4439,-122.19,1810,7915,POINT (-122.19 47.4439),0.0341145453004408,Renton Police Department,0.019984114245990864,Pacific Medical Center Renton,0.00948139768646894,Benson Hill Elementary School,0.04006890392611074,Renton Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1589,1589,9/3/2014,4,1.0,1420,6000,1.5,1420,0.0,1950,0.0,98115,47.6844,-122.302,1420,6180,POINT (-122.302 47.6844),0.03517056972445802,UW Police Department,0.015868307724800676,Swedish Clinic Green Lake,0.0027298477428892424,Northwest Montessori - Wedgwood,0.02256512848057584,University District Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15212,15212,2/13/2015,3,1.75,1970,10548,1.0,1300,670.0,1973,0.0,98033,47.6669,-122.179,2500,8548,POINT (-122.179 47.6669),0.040273710591894274,Kirkland Police Department,0.041536635149496466,UW Eastide Speciality,0.003729298338885868,Holy Family Parish School K-8,0.028461552828649126,Kirkland Wednesday Market,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
9136,9136,4/8/2015,2,1.0,1190,5000,1.0,1190,0.0,1925,0.0,98116,47.5717,-122.382,1600,5000,POINT (-122.382 47.5717),0.04105361655201365,Seattle Police Southwest Precinct,0.00460493762384289,Swedish West Seattle Primary Care,0.0062057225461708285,West Seattle High School,0.01218055023222239,West Seattle Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1204,1204,5/20/2014,3,2.5,1260,889,3.0,1260,0.0,2008,0.0,98109,47.6277,-122.345,1340,1324,POINT (-122.345 47.6277),0.01423252186909056,Seattle Police West Precinct,0.012835629370067566,UW Clinic Belltown,0.006867008460502565,Stadium/Athletic Office,0.009542439006959022,Pike Place Market Express @ South Lake Union,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15979,15979,3/10/2015,4,1.75,2570,8640,1.0,2570,0.0,1958,0.0,98005,47.5956,-122.172,2520,8800,POINT (-122.172 47.5956),0.021389515172986814,Factoria Police Substation,0.01852040373961857,UW Clinic Factoria,0.0037459683098611135,Woodridge Elementary School,0.04306932768081803,Bellevue Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
9539,9539,6/9/2014,2,1.0,920,6600,1.0,920,0.0,1919,2003.0,98118,47.5452,-122.27,1510,5944,POINT (-122.27 47.5452),0.02431351930415863,Seattle Police South Precinct,0.013218289172398695,Kaiser Permanente - Rainier,0.0015655741954223735,Graham Hill Elementary School,0.021114197696647508,Columbia City Farmers Market,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2576,2576,4/30/2015,4,3.25,5180,49936,2.0,5180,0.0,1991,0.0,98053,47.6676,-122.069,4240,35363,POINT (-122.069 47.6676),0.06205623930671274,Redmond Police Department,0.05565756133149985,HealthPoint Redmond,0.008506760429507949,Evergreen Middle School,0.010272320189196821,Sammamish Farmers Market,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11185,11185,12/11/2014,3,2.0,1330,7419,1.0,1330,0.0,1985,0.0,98034,47.7322,-122.236,1330,7297,POINT (-122.236 47.7322),0.031318293955376594,Kenmore Police Department,0.03405938066228488,Fairfax Hospital,0.008235183902581121,Moorlands Elementary School,0.03435771419875705,Juanita Friday Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
140,140,6/27/2014,2,1.0,1110,3200,1.0,1110,0.0,1925,0.0,98119,47.6338,-122.358,1170,3600,POINT (-122.358 47.6338),0.02357835104189061,Seattle Police Harbor Patrol Office,0.005043531654291671,Swedish Clinic Queen Anne,0.002699469267489628,St. Anne School,0.0029934749454178285,Queen Anne Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19625,19625,3/11/2015,3,2.5,3120,6000,2.0,3120,0.0,2007,0.0,98038,47.3473,-122.03,2670,6000,POINT (-122.03 47.3473),0.04700593432962168,Black Diamond Police Department,0.02738733110163362,Valley Medical Lake Sawyer Primary Care,0.006173912806038103,Glacier Park Elementary School,0.02679973788324777,Maple Valley Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
13118,13118,5/5/2015,4,2.25,2200,7150,2.0,2200,0.0,1990,0.0,98042,47.3595,-122.089,1740,7150,POINT (-122.089 47.3595),0.029071114319468364,Covington Police Department,0.02759342847518556,Valley Medical Covington,0.005543222521435973,Jenkins Creek Elementary School,0.06078074094249247,Maple Valley Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2923,2923,8/1/2014,5,2.5,3340,24755,2.0,3340,0.0,2002,0.0,98038,47.4565,-122.066,3420,23274,POINT (-122.066 47.4565),0.06518240657864584,KC Precinct 3 Headquarters,0.08410644593251218,Valley Medical Fairwood Primary Care,0.005701922189363886,Maple Hills Elementary School,0.08992159008095263,Maple Valley Farmers Market,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18207,18207,12/2/2014,3,2.5,1770,7336,2.0,1770,0.0,1996,0.0,98030,47.3639,-122.185,1770,7349,POINT (-122.185 47.3639),0.018073350596430445,Police-Fire Training Center,0.017472069676093997,Kaiser Permanente - Kent,0.006391350744154141,Millennium Elementary School,0.02433123730633439,Kent East Hill Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10195,10195,4/29/2015,4,2.0,2240,4508,1.0,1340,900.0,1926,0.0,98178,47.5096,-122.25,1930,5250,POINT (-122.25 47.5096),0.02203144712004804,West Hill Storefront,0.04491308267638817,HealthPoint Renton,0.009840120812470814,Amazing Grace Christian School,0.04825720978776237,Tukwila Village Farmers Market,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
21208,21208,4/3/2015,3,2.5,1300,1331,3.0,1300,0.0,2007,0.0,98103,47.6607,-122.352,1450,5270,POINT (-122.352 47.6607),0.02077181452560209,Seattle Police Harbor Patrol Office,0.02254103340042889,Swedish Clinic Queen Anne,0.004418493882417416,Northwest Montessori - Woodland Park,0.01745866657763519,Phinney Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
20060,20060,6/23/2014,3,2.5,2242,4995,2.0,2242,0.0,2011,0.0,98092,47.2595,-122.202,1798,4942,POINT (-122.202 47.2595),0.045999375229116665,Pacific Police Department,0.055602724071628105,HealthPoint Auburn,0.02180291972034569,Auburn Riverside High School,0.04155147465237338,Auburn International Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11312,11312,7/29/2014,2,2.5,1860,6359,2.0,1860,0.0,2003,0.0,98038,47.3847,-122.029,1860,6359,POINT (-122.029 47.3847),0.018363953136087054,KC Precinct 3 Headquarters,0.037980522070224884,Valley Medical Lake Sawyer Primary Care,0.014886877097897785,Rock Creek Elementary School,0.010647210077310593,Maple Valley Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15904,15904,8/1/2014,4,2.5,2820,5934,1.0,1770,1050.0,1952,0.0,98116,47.5706,-122.403,2230,6000,POINT (-122.403 47.5706),0.05378761943440346,Seattle Police Southwest Precinct,0.016737764021814452,Swedish West Seattle Primary Care,0.007964839344964655,Genesee Hill Elementary School,0.017754870533682302,West Seattle Farmers Market,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
18387,18387,6/18/2014,4,3.5,3810,9792,2.0,3810,0.0,1938,2013.0,98146,47.5018,-122.38,1950,9792,POINT (-122.38 47.5018),0.028974898886956126,White Center Storefront,0.03031339524349339,Schicks Shadel,0.008261726713343794,Arbor Heights Elementary School,0.05353135813705648,Burien Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3616,3616,5/13/2014,5,3.0,2450,4591,2.0,2450,0.0,1994,0.0,98117,47.6828,-122.388,1060,5500,POINT (-122.388 47.6828),0.0569011494113898,Seattle Police North Precinct,0.01423776207459342,Swedish Clinic Ballard,0.0037248895551651572,Loyal Heights Elementary School,0.01695381330467081,Ballard Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15981,15981,6/5/2014,3,1.75,1980,6250,1.0,1090,890.0,1910,0.0,98136,47.554,-122.385,1980,6250,POINT (-122.385 47.554),0.029344910492531105,Seattle Police Southwest Precinct,0.019013229783728228,Swedish West Seattle Primary Care,0.005017791562255567,Fairmount Park Elementary School,0.007707977937566591,West Seattle Farmers Market,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16708,16708,10/31/2014,4,2.5,2020,32710,1.0,1070,950.0,1941,0.0,98168,47.4969,-122.33,1340,17700,POINT (-122.33 47.4969),0.020168471985949368,Burien City Hall North Storefront,0.015811508591066618,HealthPoint Evergreen Campus,0.011464248164380884,New Start High School,0.0316582097423616,Burien Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20740,20740,7/8/2014,2,1.5,1090,2686,2.0,1090,0.0,1982,0.0,98034,47.717,-122.19,1160,2158,POINT (-122.19 47.717),0.011378320848787031,Kirkland Police Department,0.005717130468223329,Pacific Medical Totem Lake,0.008754027098394611,Futures School,0.0285326336127492,Juanita Friday Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10186,10186,7/26/2014,3,1.0,1020,5410,1.0,880,140.0,1928,0.0,98115,47.6924,-122.31,1580,5376,POINT (-122.31 47.6924),0.026928126535961532,Seattle Police North Precinct,0.01355402527628774,Swedish Clinic Green Lake,0.006488642698538316,Sacajawea Elementary School,0.02786279602034528,University District Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12663,12663,4/14/2015,4,2.5,2540,11500,1.0,1640,900.0,1979,0.0,98006,47.5609,-122.15,2820,9800,POINT (-122.15 47.5609),0.026164089839232726,Factoria Police Substation,0.021065043361567462,Kaiser Permanente - Factoria,0.0026967958981738284,Somerset Elementary School,0.06237046628745356,Crossroads Farmers Market,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
19932,19932,7/11/2014,4,2.75,3520,5500,2.0,3520,0.0,2014,0.0,98074,47.6181,-122.056,3340,5500,POINT (-122.056 47.6181),0.02549394953187425,Sammamish Police Department,0.039867372087053606,Swedish Pine Lake Primary Care,0.008048487223809637,Margaret Mead Elementary School,0.04134591375941581,Sammamish Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15270,15270,4/8/2015,3,1.0,880,6664,1.0,880,0.0,1961,0.0,98033,47.6855,-122.199,1690,6564,POINT (-122.199 47.6855),0.02531201818529572,Kirkland Police Department,0.033902617081637984,Pacific Medical Totem Lake,0.0030973278584401076,Peter Kirk Elementary School,0.011882231174969143,Kirkland Wednesday Market,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14785,14785,12/2/2014,3,1.0,940,8377,1.0,940,0.0,1952,0.0,98004,47.5974,-122.2,1710,6900,POINT (-122.2 47.5974),0.01872556023840238,Bellevue Police Department,0.017814188593343896,Virginia Mason Clinic-Bellevue,0.007379036836167699,Bellevue High School,0.029168068058530207,Bellevue Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21135,21135,7/2/2014,2,1.5,800,2119,2.0,800,0.0,2008,0.0,98106,47.554,-122.362,1020,4800,POINT (-122.362 47.554),0.01809612239595702,Seattle Police Southwest Precinct,0.02025266206706948,Highline West Seattle Mental Health Center,0.005379632524583038,Louisa Boren STEM K-8 School,0.026952462649906063,West Seattle Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6097,6097,5/12/2015,4,2.25,2350,36116,1.0,2350,0.0,1983,0.0,98042,47.3533,-122.082,2580,36116,POINT (-122.082 47.3533),0.0365531615088036,Covington Police Department,0.02687764011572544,Valley Medical Lake Sawyer Primary Care,0.006493401251789517,Cedar Heights Middle School,0.05600676639782338,Maple Valley Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
17694,17694,3/12/2015,4,2.0,1764,15600,1.0,1764,0.0,1942,0.0,98058,47.4318,-122.181,1490,22387,POINT (-122.181 47.4318),0.03167110041693396,Fairwood Storefront,0.0304634824941487,Pacific Medical Center Renton,0.0039174482339521,Glenridge Elementary School,0.05461163632116919,Kent East Hill Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21468,21468,1/5/2015,4,3.75,3890,22000,2.0,3890,0.0,2007,0.0,98027,47.5052,-121.906,1610,23142,POINT (-121.906 47.5052),0.03737874704626646,Snoqualmie Police Department,0.02185556922783289,Snoqualmie Valley Hospital,0.01360200368680494,Echo Glen Childrens Center,0.12293421258421865,North Bend Farmers Market,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14800,14800,7/9/2014,3,2.5,2760,17377,2.0,2760,0.0,2002,0.0,98056,47.4929,-122.188,1940,8504,POINT (-122.188 47.4929),0.024898316762252442,Renton Police Department,0.007792565782433489,Kaiser Permanente - Renton,0.006229937456733526,Highlands Elementary School,0.023964472957180502,Renton Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4613,4613,10/17/2014,3,1.75,1900,10454,1.0,1390,510.0,1978,0.0,98155,47.7748,-122.291,2000,12000,POINT (-122.291 47.7748),0.024835575472672875,Lake Forest Park Police Department,0.051609432885350096,UW Clinic Shoreline,0.008581991395859846,Cascade K-8 School,0.02497325478556641,Lake Forest Park Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12963,12963,9/30/2014,5,2.0,1220,4200,1.0,1090,130.0,1921,0.0,98105,47.6677,-122.321,1790,4200,POINT (-122.321 47.6677),0.016024152509340875,UW Police Department,0.009839017711473544,UW Medical Center Roosevelt,0.003112493327002059,University Child Development School,0.008540844784951051,University District Farmers Market,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20802,20802,7/10/2014,3,3.0,3460,5353,2.0,2850,610.0,2007,0.0,98116,47.5858,-122.393,2460,6325,POINT (-122.393 47.5858),0.05879522084069454,Seattle Police Southwest Precinct,0.014424061944789112,Swedish West Seattle Primary Care,0.008414145707395964,Lafayette Elementary School,0.025200894922121176,West Seattle Farmers Market,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
