,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
1508,11/6/2014,4,2.5,2390,7115,2.0,NO,NONE,Average,9 Better,2390,0.0,1999,0.0,98092,47.2593,-122.222,2600,7916
9653,6/11/2014,3,1.75,1720,5899,1.0,NO,FAIR,Average,8 Good,1220,500.0,1986,0.0,98136,47.5399,-122.385,1900,6244
10226,4/2/2015,3,2.5,2540,6762,2.0,NO,NONE,Average,10 Very Good,2540,0.0,1998,0.0,98007,47.6239,-122.144,2870,6631
12818,4/30/2015,4,1.75,1740,12204,1.0,NO,NONE,Average,7 Average,1270,470.0,1961,,98155,47.7675,-122.277,2190,12204
17121,2/9/2015,2,1.0,780,9750,1.0,NO,NONE,Average,6 Low Average,780,0.0,1937,0.0,98168,47.4816,-122.322,1670,9750
18490,5/22/2014,4,1.75,2260,7005,1.0,NO,FAIR,Good,7 Average,1130,1130.0,1947,0.0,98033,47.6895,-122.207,2330,9180
4124,11/6/2014,3,2.5,1820,6785,1.0,NO,NONE,Average,7 Average,1420,400.0,1994,0.0,98092,47.3201,-122.177,1710,6055
10676,4/7/2015,3,2.5,1690,4851,2.0,NO,NONE,Average,7 Average,1690,0.0,2004,0.0,98053,47.6795,-122.034,2330,4851
2466,8/21/2014,4,2.5,2320,14240,1.0,NO,NONE,Good,9 Better,1620,700.0,1974,,98008,47.6269,-122.09,2810,13200
4216,7/8/2014,4,2.25,2890,18226,3.0,YES,EXCELLENT,Average,10 Very Good,2890,0.0,1984,0.0,98056,47.5169,-122.209,2870,11151
7103,12/3/2014,3,2.25,1460,5818,1.0,NO,,Average,7 Average,1140,320.0,1986,,98023,47.3113,-122.358,1490,6031
5375,9/15/2014,5,3.0,3290,14134,1.0,NO,NONE,Average,7 Average,1870,1420.0,2004,0.0,98052,47.6708,-122.14,1970,11470
17781,11/10/2014,3,1.0,1440,8681,1.5,,NONE,Average,7 Average,1440,0.0,1937,0.0,98115,47.6976,-122.283,1700,7770
5613,12/15/2014,3,1.75,2030,13700,1.0,NO,NONE,Average,8 Good,1630,400.0,1976,,98011,47.7726,-122.197,2120,11200
12584,8/4/2014,3,1.75,1560,7930,2.0,,NONE,Good,7 Average,1560,0.0,1980,0.0,98059,47.4779,-122.161,1720,8073
1711,2/4/2015,3,1.75,1280,12776,1.0,,NONE,Good,7 Average,1280,0.0,1977,,98031,47.4212,-122.199,1680,11704
9020,9/12/2014,3,2.5,2240,7565,2.0,NO,NONE,Average,8 Good,2240,0.0,1999,0.0,98003,47.3485,-122.301,2190,8254
11636,11/21/2014,2,1.0,1420,21158,1.0,NO,NONE,Average,7 Average,1420,0.0,1953,,98166,47.4594,-122.359,1220,8625
19107,12/2/2014,3,2.0,1470,2781,2.0,NO,NONE,Average,6 Low Average,1470,0.0,2003,0.0,98038,47.349,-122.024,1360,3008
4789,4/27/2015,3,3.25,2130,2306,2.0,NO,FAIR,Very Good,7 Average,1420,710.0,1924,0.0,98136,47.5424,-122.391,1560,4500
10811,5/28/2014,4,2.5,3090,18645,2.0,NO,NONE,Average,9 Better,3090,0.0,1995,0.0,98023,47.2902,-122.342,3610,20114
2899,7/25/2014,3,1.0,1640,12060,1.0,NO,NONE,Good,7 Average,1640,0.0,1960,0.0,98059,47.4941,-122.151,1680,9147
4035,3/4/2015,3,2.0,1320,1297,3.0,NO,NONE,Average,7 Average,1320,0.0,1995,0.0,98117,47.6959,-122.376,1380,1503
12321,1/29/2015,3,1.5,1810,5080,1.0,NO,NONE,Average,7 Average,1030,780.0,1958,0.0,98115,47.6819,-122.287,1780,7620
19354,10/17/2014,3,2.5,1800,4400,1.0,NO,NONE,Very Good,7 Average,1350,450.0,1970,0.0,98199,47.6599,-122.396,1920,4400
4257,5/8/2014,4,1.5,2130,8800,1.0,NO,NONE,Average,7 Average,1100,1030.0,1962,0.0,98032,47.383,-122.288,1480,8120
9129,8/26/2014,3,1.0,1590,8160,1.0,NO,FAIR,Average,7 Average,1090,500.0,1954,0.0,98198,47.4013,-122.321,1540,10500
19839,3/24/2015,3,2.5,2220,5279,2.0,NO,NONE,Average,8 Good,2220,0.0,2006,0.0,98146,47.5132,-122.387,1610,5297
16937,11/25/2014,5,2.25,3440,5000,2.0,NO,AVERAGE,Very Good,9 Better,3440,0.0,1901,0.0,98122,47.6127,-122.286,2822,5000
19930,8/4/2014,5,3.25,3360,6120,2.0,NO,NONE,Average,9 Better,3360,0.0,2014,0.0,98074,47.607,-122.053,3230,5398
1254,11/17/2014,3,2.75,1120,881,3.0,NO,NONE,Average,8 Good,1120,0.0,1999,0.0,98103,47.6914,-122.343,1120,1087
16558,9/9/2014,3,1.75,1140,8558,1.0,NO,NONE,Good,7 Average,1140,0.0,1982,0.0,98033,47.7027,-122.198,1490,10530
11753,4/5/2015,5,3.0,2190,9652,2.0,NO,NONE,Average,7 Average,2190,0.0,1999,0.0,98178,47.5049,-122.239,1440,6710
11868,4/23/2015,4,2.75,3430,8000,1.5,NO,NONE,Good,8 Good,3430,0.0,1972,0.0,98023,47.3183,-122.382,2090,8000
2122,6/25/2014,2,1.0,1740,5719,1.0,NO,NONE,Average,8 Good,1740,0.0,1955,0.0,98103,47.6729,-122.335,1980,5000
2673,12/10/2014,4,2.5,1850,6037,2.0,NO,NONE,Average,7 Average,1850,0.0,1991,0.0,98030,47.359,-122.191,1860,6037
12840,10/27/2014,4,2.25,1880,9163,2.0,NO,NONE,Average,8 Good,1880,0.0,1981,0.0,98058,47.4362,-122.165,1900,7980
6118,11/26/2014,3,1.0,1390,2640,1.5,,NONE,Average,7 Average,1230,160.0,1903,,98122,47.6078,-122.307,1780,3920
17739,12/30/2014,4,1.0,1540,7350,1.0,NO,NONE,Good,6 Low Average,770,770.0,1969,0.0,98023,47.3318,-122.34,910,8000
3611,6/17/2014,4,4.25,3010,4887,2.0,NO,GOOD,Good,10 Very Good,1940,1070.0,1951,,98115,47.6933,-122.272,2540,9375
10223,5/20/2014,2,1.75,1300,4000,2.0,NO,NONE,Average,7 Average,1300,0.0,1948,0.0,98105,47.6687,-122.288,1350,4013
7066,9/23/2014,3,1.0,1720,16552,1.0,NO,NONE,Good,7 Average,1720,0.0,1971,0.0,98059,47.4772,-122.153,1550,15457
337,7/22/2014,4,2.0,1510,3500,1.5,NO,NONE,Very Good,7 Average,1510,0.0,1911,0.0,98103,47.6794,-122.357,1820,3750
17808,4/21/2015,4,2.5,2700,9700,1.0,NO,NONE,Average,8 Good,1670,1030.0,1978,0.0,98011,47.7752,-122.198,2470,9228
14684,5/5/2015,2,1.5,1290,5141,1.0,NO,NONE,Good,7 Average,1050,240.0,1947,0.0,98115,47.6878,-122.29,1290,5406
10999,3/18/2015,3,2.5,2940,10809,2.0,NO,NONE,Average,10 Very Good,2940,0.0,1992,0.0,98006,47.5418,-122.136,3090,10348
4004,10/1/2014,3,1.75,1900,6334,1.0,NO,AVERAGE,Average,8 Good,1450,450.0,1948,0.0,98105,47.6675,-122.276,1530,6334
20897,2/23/2015,3,2.25,1350,1234,2.0,,NONE,Average,7 Average,1160,190.0,2007,0.0,98106,47.5565,-122.363,1420,1234
21529,12/15/2014,4,2.5,1980,5020,2.0,NO,NONE,Average,7 Average,1980,0.0,2007,0.0,98056,47.5147,-122.19,1980,5064
18179,10/1/2014,3,2.5,2530,8116,2.0,NO,NONE,Average,8 Good,2530,0.0,2001,,98011,47.7597,-122.167,2280,8791
7771,8/26/2014,2,1.0,860,9000,1.0,NO,NONE,Good,6 Low Average,860,0.0,1942,0.0,98168,47.4801,-122.315,990,9975
7017,2/13/2015,4,2.25,1950,7000,1.0,NO,FAIR,Average,8 Good,1450,500.0,1957,0.0,98118,47.5426,-122.262,1840,6440
13080,10/14/2014,3,1.0,1180,7200,1.5,NO,NONE,Good,7 Average,1180,0.0,1949,,98133,47.7121,-122.333,2240,7875
7261,11/6/2014,3,1.75,1190,14777,1.0,NO,NONE,Good,7 Average,1190,0.0,1965,0.0,98023,47.2933,-122.377,2240,8325
17335,8/14/2014,5,1.75,1930,501376,2.0,NO,NONE,Average,7 Average,1930,0.0,1930,0.0,98014,47.6294,-121.911,1710,87120
9068,3/18/2015,8,2.5,2280,3000,1.5,NO,NONE,Average,7 Average,1210,1070.0,1911,0.0,98105,47.6675,-122.316,1610,3000
19436,7/14/2014,3,2.5,1520,8720,1.0,NO,NONE,Average,7 Average,1080,440.0,1981,0.0,98058,47.4267,-122.157,1720,7551
1841,6/24/2014,4,2.75,2610,8760,1.0,NO,NONE,Good,8 Good,1760,850.0,1978,0.0,98040,47.5875,-122.229,2550,10376
33,11/10/2014,3,1.0,1090,3000,1.5,NO,NONE,Good,8 Good,1090,0.0,1929,0.0,98117,47.6889,-122.375,1570,5080
20659,7/7/2014,4,2.75,2330,3920,2.0,NO,NONE,Average,9 Better,2330,0.0,2005,0.0,98029,47.5525,-121.99,2410,4063
15362,5/21/2014,4,2.5,3240,3600,2.0,NO,NONE,Average,9 Better,2060,1180.0,2008,0.0,98109,47.6405,-122.356,1820,3600
1076,5/30/2014,2,1.0,1090,5000,1.0,NO,NONE,Good,7 Average,730,360.0,1942,0.0,98126,47.5258,-122.378,990,5250
5399,8/13/2014,4,2.5,2280,8798,2.0,NO,NONE,Good,8 Good,2280,0.0,1987,0.0,98028,47.7471,-122.247,2180,8632
10853,12/11/2014,3,1.75,1880,30346,1.0,,NONE,Average,8 Good,1880,0.0,1988,,98001,47.3515,-122.291,2260,5883
17143,4/22/2015,2,1.0,1310,6600,1.0,NO,NONE,Average,6 Low Average,1310,0.0,1942,0.0,98168,47.4834,-122.332,1240,6600
16483,5/12/2015,3,1.75,1720,6960,1.0,NO,NONE,Average,7 Average,1140,580.0,1978,0.0,98052,47.6972,-122.129,1720,7280
5158,3/30/2015,3,2.25,1570,6810,1.0,NO,NONE,Average,8 Good,1180,390.0,1988,0.0,98074,47.6176,-122.044,1620,6584
8271,11/17/2014,3,1.75,1430,20193,1.0,NO,NONE,Average,7 Average,1430,0.0,1955,0.0,98006,47.5619,-122.183,2140,18364
19992,12/2/2014,3,2.25,1640,1873,3.0,NO,NONE,Average,8 Good,1640,0.0,2014,0.0,98112,47.6196,-122.297,1640,3920
18445,5/30/2014,7,4.5,4290,37607,1.5,NO,NONE,Very Good,10 Very Good,4290,0.0,1982,0.0,98027,47.4812,-122.033,2810,40510
5886,8/20/2014,3,2.0,1200,2016,1.0,NO,FAIR,Good,7 Average,600,600.0,1931,0.0,98116,47.5811,-122.404,1730,4520
5270,5/13/2015,3,2.5,1370,9253,1.0,NO,NONE,Average,7 Average,1090,280.0,1994,0.0,98042,47.3717,-122.073,1470,9253
1745,11/4/2014,3,2.0,1710,134489,1.0,,AVERAGE,Very Good,7 Average,1710,0.0,1952,0.0,98022,47.2207,-121.984,1700,63823
15956,10/16/2014,4,2.25,2470,7350,1.0,NO,NONE,Average,7 Average,1600,870.0,1978,0.0,98052,47.6936,-122.128,1970,7700
11836,6/4/2014,3,2.25,2370,9619,1.0,,NONE,Good,8 Good,1650,720.0,1973,0.0,98052,47.6366,-122.099,1960,9712
5280,3/25/2015,3,1.75,1520,7700,1.0,NO,NONE,Average,7 Average,820,700.0,1969,0.0,98034,47.7226,-122.219,1420,7674
8513,8/18/2014,2,1.0,1170,5150,1.0,NO,NONE,Average,6 Low Average,980,190.0,1907,0.0,98118,47.5503,-122.283,1660,5150
17888,9/17/2014,4,2.5,2980,13341,1.5,YES,EXCELLENT,Very Good,8 Good,1800,1180.0,1928,0.0,98034,47.70399999999999,-122.245,2340,19810
1024,6/10/2014,4,2.5,1930,9643,2.0,NO,NONE,Good,7 Average,1930,0.0,1992,0.0,98031,47.4065,-122.18,1930,7525
4718,6/26/2014,4,1.5,1770,5750,2.0,NO,NONE,Average,7 Average,1770,0.0,1947,0.0,98116,47.5621,-122.394,970,5750
12442,12/1/2014,2,1.0,810,5100,1.0,,NONE,Average,6 Low Average,810,0.0,1955,0.0,98133,47.7317,-122.343,1500,5100
17402,4/27/2015,3,1.0,1220,5038,1.0,NO,NONE,Very Good,6 Low Average,1220,0.0,1942,0.0,98056,47.496,-122.189,1140,5038
13906,3/11/2015,4,2.25,1790,13200,1.0,NO,NONE,Average,7 Average,1220,570.0,1979,0.0,98058,47.4672,-122.185,1740,8950
12579,5/22/2014,4,3.0,3600,9200,1.0,NO,EXCELLENT,Good,9 Better,2100,1500.0,1976,0.0,98008,47.5866,-122.116,2700,9775
16698,8/15/2014,4,3.0,2740,2811,2.0,NO,NONE,Average,8 Good,2240,500.0,2003,0.0,98072,47.7738,-122.158,2740,3596
3743,5/8/2015,4,2.5,1770,13168,2.0,NO,NONE,Average,7 Average,1770,0.0,1990,,98019,47.7306,-121.966,2050,14859
7471,4/16/2015,3,1.0,1620,13803,1.0,,NONE,Good,6 Low Average,1620,0.0,1969,0.0,98038,47.3631,-122.028,1260,10370
10004,4/10/2015,3,1.0,1140,8528,1.0,NO,NONE,Very Good,7 Average,1140,0.0,1967,,98022,47.2098,-122.004,1140,8112
20332,5/7/2015,3,2.0,1640,4714,1.0,NO,NONE,Average,8 Good,1640,0.0,2009,,98038,47.3539,-122.021,1770,4802
11387,8/6/2014,4,2.75,2230,9460,1.0,NO,NONE,Very Good,7 Average,1480,750.0,1960,0.0,98027,47.5246,-122.044,1760,10878
6813,12/9/2014,4,2.25,1700,7056,2.0,NO,NONE,Average,7 Average,1700,0.0,1999,0.0,98001,47.3385,-122.262,1650,6025
17285,5/28/2014,2,1.0,800,6240,1.0,NO,NONE,Average,6 Low Average,800,0.0,1954,0.0,98125,47.7257,-122.296,1530,8000
19006,6/25/2014,3,1.0,1150,11802,1.0,NO,NONE,Good,7 Average,1150,0.0,1932,1958.0,98106,47.5624,-122.361,1880,6082
17250,7/8/2014,3,1.75,1550,9720,1.0,NO,NONE,Average,7 Average,1050,500.0,1976,0.0,98010,47.3433,-122.037,1550,9750
13952,11/18/2014,3,2.5,2620,4558,2.0,NO,GOOD,Average,7 Average,2620,0.0,2010,0.0,98022,47.1944,-121.974,1670,4558
10657,12/9/2014,4,1.5,1850,7547,1.5,NO,NONE,Good,7 Average,1850,0.0,1960,0.0,98198,47.3714,-122.309,1730,7577
19559,6/24/2014,3,2.25,2400,5000,1.5,NO,NONE,Good,7 Average,1440,960.0,1926,0.0,98117,47.6897,-122.393,1630,5000
20209,2/25/2015,4,3.5,3640,4983,2.0,NO,GOOD,Average,9 Better,2790,850.0,2014,0.0,98075,47.5619,-122.027,3270,14700
2357,5/8/2014,4,2.5,2020,6236,2.0,NO,NONE,Average,7 Average,2020,0.0,2002,,98001,47.2796,-122.247,1940,5076
4664,4/7/2015,2,1.0,800,5000,1.0,NO,NONE,Average,6 Low Average,800,0.0,1938,,98055,47.4914,-122.204,1220,5000
14909,7/21/2014,4,3.0,2760,4905,2.0,NO,FAIR,Good,9 Better,1840,920.0,1938,0.0,98105,47.6591,-122.27,3200,5424
8376,10/14/2014,3,1.75,1270,10790,1.0,NO,NONE,Average,7 Average,1270,0.0,1956,0.0,98033,47.6647,-122.177,1270,10790
10156,5/6/2015,3,1.0,1460,6198,1.5,NO,NONE,Good,7 Average,1460,0.0,1916,0.0,98107,47.6626,-122.361,2280,5160
5707,9/30/2014,5,2.25,1780,7245,1.0,NO,NONE,Good,8 Good,1330,450.0,1976,,98052,47.6946,-122.12,1780,7653
12738,6/16/2014,3,1.5,1760,6723,1.0,NO,NONE,Average,7 Average,1160,600.0,1958,0.0,98118,47.5514,-122.266,2080,8965
7176,6/6/2014,4,1.0,1720,4011,1.5,NO,NONE,Good,7 Average,1720,0.0,1904,0.0,98107,47.6719,-122.396,1580,3784
11062,8/15/2014,3,1.75,1730,9334,1.0,NO,NONE,Average,8 Good,1220,510.0,1977,0.0,98052,47.6478,-122.113,2020,10000
18598,4/15/2015,5,3.5,2310,5249,2.0,NO,NONE,Average,8 Good,1560,750.0,2000,0.0,98118,47.5463,-122.272,1900,7296
2124,10/15/2014,3,2.5,1800,8518,2.0,NO,NONE,Average,7 Average,1800,0.0,1996,,98030,47.3643,-122.185,1770,7570
14012,6/17/2014,4,2.5,2470,3811,2.0,,NONE,Average,8 Good,2470,0.0,1999,0.0,98065,47.5362,-121.877,2400,4266
5659,4/28/2015,3,2.5,2100,4440,2.0,NO,EXCELLENT,Average,7 Average,2100,0.0,1945,0.0,98116,47.5865,-122.397,2100,6000
3976,3/24/2015,4,1.5,1950,6300,1.5,NO,FAIR,Average,7 Average,1650,300.0,1944,,98115,47.6819,-122.271,1760,6300
732,5/8/2014,3,2.75,2090,8354,2.0,NO,NONE,Average,8 Good,2090,0.0,2012,0.0,98019,47.7336,-121.965,2280,6348
5196,3/13/2015,5,1.5,1690,7725,1.5,NO,,Good,7 Average,1690,0.0,1961,0.0,98032,47.3859,-122.288,1690,7739
3763,4/30/2015,2,1.0,700,20130,1.0,NO,NONE,Average,6 Low Average,700,0.0,1949,0.0,98168,47.4752,-122.271,1490,18630
79,3/23/2015,4,2.5,3450,39683,2.0,NO,NONE,Average,10 Very Good,3450,?,2002,0.0,98010,47.342,-122.025,3350,39750
4561,3/31/2015,4,2.25,2410,14985,1.0,NO,FAIR,Good,7 Average,1950,460.0,1965,0.0,98166,47.4278,-122.343,2510,15256
2331,1/6/2015,3,3.0,2920,23085,1.5,NO,AVERAGE,Average,7 Average,1540,1380.0,1908,0.0,98136,47.5159,-122.395,2270,18180
4506,4/8/2015,3,1.0,1290,6859,1.0,NO,NONE,Good,7 Average,1290,0.0,1941,0.0,98136,47.5317,-122.387,1560,6369
333,4/8/2015,2,1.0,1070,5000,1.0,NO,NONE,Average,7 Average,1070,0.0,1924,0.0,98103,47.6666,-122.331,1710,5000
9178,5/27/2014,3,1.75,1930,36210,1.0,NO,NONE,Average,8 Good,1930,0.0,1977,,98072,47.7692,-122.128,1930,35060
19200,5/16/2014,5,4.25,6490,10862,2.0,NO,GOOD,Good,11 Excellent,3940,2550.0,1991,,98040,47.5728,-122.205,3290,14080
11815,4/29/2015,2,1.0,750,2020,1.0,NO,NONE,Average,7 Average,750,0.0,1908,,98122,47.6175,-122.301,1630,2383
20940,11/12/2014,3,2.5,2870,7288,2.0,NO,NONE,Average,9 Better,2870,0.0,2012,0.0,98011,47.7745,-122.225,2870,5998
17780,6/10/2014,3,1.0,1580,5000,1.5,NO,NONE,Average,7 Average,1580,0.0,1926,,98117,47.684,-122.386,1280,4000
11967,9/8/2014,3,1.75,1490,16200,1.0,NO,NONE,Very Good,8 Good,1490,0.0,1958,0.0,98005,47.5919,-122.175,2070,16200
16822,8/26/2014,4,2.25,2300,9100,1.0,NO,NONE,Average,7 Average,1280,1020.0,1977,0.0,98058,47.4576,-122.16,1640,9100
6834,10/24/2014,2,1.0,1380,5820,1.0,NO,NONE,Average,7 Average,1380,0.0,1918,1976.0,98117,47.6875,-122.392,1540,4076
10984,11/25/2014,3,2.75,2610,11290,1.0,,NONE,Average,7 Average,1630,980.0,1985,0.0,98033,47.6632,-122.201,2570,9125
16757,7/3/2014,5,2.25,3000,13899,2.0,NO,NONE,Good,8 Good,3000,0.0,1975,,98052,47.6373,-122.105,2270,10763
6177,12/3/2014,4,1.75,1760,5750,1.0,NO,AVERAGE,Very Good,7 Average,1070,690.0,1962,0.0,98126,47.5521,-122.373,1860,5750
6247,10/20/2014,3,1.5,1040,10323,1.0,,NONE,Good,7 Average,1040,0.0,1958,,98005,47.5882,-122.155,1580,7200
19070,8/18/2014,4,2.5,2890,9045,2.0,,NONE,Average,8 Good,2890,0.0,2001,0.0,98019,47.7385,-121.965,2840,10114
4289,7/18/2014,2,1.0,1040,5765,1.0,NO,NONE,Average,7 Average,1040,0.0,1944,,98133,47.7024,-122.346,1040,3844
10026,5/29/2014,3,1.0,1590,6420,1.0,NO,NONE,Average,7 Average,1590,0.0,1944,,98136,47.5355,-122.392,1780,5900
5400,7/17/2014,4,3.5,2720,6781,2.0,NO,NONE,Average,8 Good,2100,620.0,1999,0.0,98055,47.4612,-122.215,2280,5942
214,5/27/2014,4,2.75,1720,6270,2.0,NO,NONE,Average,8 Good,1720,0.0,1978,0.0,98118,47.5458,-122.268,2130,8700
15057,4/30/2015,3,1.75,1840,4255,1.0,NO,NONE,Average,7 Average,940,900.0,1907,2005.0,98116,47.58,-122.392,1600,4255
19397,5/9/2014,2,2.0,1150,6634,1.0,NO,NONE,Average,7 Average,860,290.0,1940,,98115,47.7001,-122.309,1680,6892
4801,3/4/2015,3,1.0,960,12745,1.0,NO,NONE,Good,6 Low Average,960,0.0,1977,0.0,98038,47.3617,-122.03,1160,10488
17645,3/23/2015,2,1.0,2360,105850,1.0,NO,AVERAGE,Fair,6 Low Average,1180,1180.0,1947,0.0,98022,47.2495,-121.97,2640,386812
3154,9/11/2014,2,2.75,3690,32044,2.0,YES,EXCELLENT,Average,12 Luxury,3690,0.0,1989,,98166,47.4485,-122.369,2310,26988
106,5/23/2014,3,1.0,1670,4005,1.5,NO,NONE,Good,7 Average,1170,500.0,1939,0.0,98117,47.6878,-122.38,1240,4005
10925,7/22/2014,4,2.25,2115,6234,2.0,,NONE,Average,7 Average,2115,0.0,1998,0.0,98002,47.285,-122.201,2440,6366
16820,10/1/2014,2,1.0,1160,32251,1.0,NO,NONE,Average,6 Low Average,580,580.0,1963,,98010,47.3537,-121.939,1160,33656
3404,5/27/2014,4,3.75,3070,5850,2.0,NO,NONE,Very Good,9 Better,2400,670.0,1927,0.0,98112,47.633,-122.283,2940,5573
7716,3/13/2015,6,1.75,2400,7500,1.5,NO,,Average,7 Average,1400,1000.0,1975,0.0,98155,47.7661,-122.313,1980,7500
18138,2/3/2015,4,2.5,3360,40471,2.0,NO,NONE,Good,10 Very Good,3360,0.0,1994,,98077,47.742,-122.035,3150,36823
9282,7/11/2014,3,2.5,1690,7165,2.0,NO,NONE,Good,7 Average,1690,0.0,1992,0.0,98038,47.3498,-122.058,1410,8590
10434,9/4/2014,3,2.0,1310,8069,1.0,NO,NONE,Average,7 Average,1310,0.0,1990,0.0,98042,47.3694,-122.083,1310,8392
6525,7/23/2014,4,2.5,1860,8117,1.0,NO,NONE,Good,8 Good,1460,400.0,1966,0.0,98008,47.6228,-122.104,2040,8199
16602,3/23/2015,4,2.25,2060,44431,2.0,NO,NONE,Average,7 Average,2060,0.0,1988,0.0,98077,47.744,-122.046,2160,45657
6387,7/24/2014,2,2.0,1980,6000,1.5,NO,NONE,Very Good,7 Average,1220,760.0,1906,0.0,98103,47.6809,-122.351,1280,3900
13903,3/24/2015,5,3.25,2950,67475,1.0,NO,NONE,Average,8 Good,2530,420.0,1981,2004.0,98072,47.7233,-122.117,2620,39820
13788,9/17/2014,3,2.5,1680,4584,2.0,NO,NONE,Average,7 Average,1680,0.0,2003,0.0,98056,47.4794,-122.182,2160,4621
14182,11/6/2014,4,1.5,1780,8400,1.0,NO,NONE,Average,7 Average,1080,700.0,1969,0.0,98136,47.5173,-122.385,1660,8400
1528,8/27/2014,4,3.75,3830,41263,2.0,NO,NONE,Good,11 Excellent,3830,0.0,1990,0.0,98077,47.7237,-122.042,5600,56568
20966,9/11/2014,5,2.75,4450,9600,2.0,NO,NONE,Average,9 Better,3650,800.0,2014,0.0,98011,47.7336,-122.21,4000,9750
965,6/25/2014,3,1.0,1320,9000,1.0,NO,NONE,Average,7 Average,1320,0.0,1966,0.0,98001,47.3461,-122.272,1320,9800
15806,7/24/2014,4,2.75,3540,7091,1.5,NO,FAIR,Good,8 Good,1970,1570.0,1947,0.0,98199,47.6467,-122.394,2200,6000
15139,8/12/2014,3,1.5,1660,7221,1.0,NO,NONE,Average,7 Average,980,680.0,1962,0.0,98168,47.4962,-122.32,1770,8083
455,5/20/2014,3,2.5,2830,5802,2.0,NO,NONE,Average,9 Better,2830,0.0,2001,0.0,98028,47.7605,-122.234,2500,5788
8763,2/3/2015,3,2.5,2750,10000,1.0,NO,GOOD,Average,8 Good,1650,1100.0,1967,,98006,47.5644,-122.153,2490,10000
7053,11/14/2014,3,2.5,1810,4332,2.0,NO,NONE,Average,8 Good,1810,0.0,1992,,98029,47.5776,-121.996,1740,4332
11802,9/12/2014,3,1.5,1210,7560,1.0,NO,NONE,Average,7 Average,1210,0.0,1941,0.0,98126,47.5255,-122.374,980,7560
8727,4/30/2015,4,2.5,3550,10968,2.0,,NONE,Average,9 Better,3550,0.0,2006,0.0,98065,47.5431,-121.886,3550,8583
10392,8/7/2014,4,1.75,1940,11500,1.0,NO,NONE,Good,7 Average,1090,850.0,1955,0.0,98006,47.5774,-122.147,1700,8360
15049,7/21/2014,4,2.25,2720,8712,2.0,NO,NONE,Good,9 Better,2720,0.0,1976,0.0,98006,47.5616,-122.153,2470,8714
8958,3/3/2015,3,2.0,1590,5200,1.0,,NONE,Average,7 Average,1320,270.0,1939,,98103,47.6864,-122.341,1620,5150
21479,5/4/2015,5,2.5,3220,10572,2.0,NO,NONE,Average,8 Good,3220,0.0,2006,0.0,98019,47.7268,-121.957,2890,9090
19265,4/9/2015,4,1.75,1940,3060,1.0,NO,NONE,Good,7 Average,1000,940.0,1911,0.0,98115,47.6786,-122.317,1320,3060
20053,7/25/2014,4,3.5,4670,6000,2.0,NO,GOOD,Average,11 Excellent,3820,850.0,2007,0.0,98027,47.5414,-121.994,4310,6000
8678,5/8/2015,3,1.75,1500,6000,1.0,NO,NONE,Very Good,7 Average,850,650.0,1940,0.0,98199,47.6474,-122.402,1700,6000
20874,9/23/2014,5,2.75,2920,6327,2.0,NO,NONE,Average,8 Good,2920,0.0,2007,,98059,47.4935,-122.145,2520,5026
16919,4/28/2015,4,2.25,2940,20384,2.0,NO,NONE,Good,9 Better,2940,0.0,1970,0.0,98004,47.6214,-122.227,3410,19910
17809,11/21/2014,3,1.75,1800,4429,2.0,,NONE,Good,7 Average,1800,0.0,1906,0.0,98103,47.6842,-122.357,1310,4429
3646,4/7/2015,4,2.75,2310,14745,1.0,NO,NONE,Average,7 Average,1410,900.0,1993,0.0,98198,47.377,-122.31,2060,9678
11522,6/18/2014,3,1.0,1080,8580,1.5,NO,NONE,Average,6 Low Average,1080,0.0,1900,0.0,98168,47.4716,-122.262,1800,12672
173,1/16/2015,4,2.5,3880,35003,2.0,NO,NONE,Average,10 Very Good,2570,1310.0,1984,0.0,98033,47.6477,-122.182,3740,35230
15035,11/14/2014,4,4.5,5770,10050,1.0,NO,GOOD,Very Good,9 Better,3160,2610.0,1949,,98115,47.677,-122.275,2950,6700
12698,8/22/2014,4,2.5,2600,6536,2.0,NO,NONE,Average,9 Better,2600,0.0,1999,,98056,47.5232,-122.191,2640,6185
8527,11/10/2014,3,2.5,2660,1973,3.0,NO,GOOD,Average,9 Better,1870,790.0,2007,0.0,98119,47.6264,-122.364,1640,1369
14103,11/25/2014,3,1.75,2130,4400,1.0,NO,NONE,Average,7 Average,1430,700.0,1922,0.0,98102,47.6417,-122.325,1710,3300
9872,4/12/2015,2,1.0,990,45528,1.0,,NONE,Good,7 Average,990,0.0,1992,,98070,47.5013,-122.463,1730,45528
1526,11/3/2014,5,2.5,2090,8712,1.0,NO,NONE,Average,8 Good,1420,670.0,1966,0.0,98008,47.5968,-122.127,2490,8712
18720,4/3/2015,5,2.0,1730,10532,1.0,NO,NONE,Good,5 Fair,1730,?,1943,0.0,98056,47.5076,-122.178,1940,8501
749,9/3/2014,4,1.5,1510,6460,1.0,NO,NONE,Average,7 Average,1070,440.0,1970,0.0,98034,47.7121,-122.214,1450,6630
611,11/5/2014,3,2.0,1870,3388,1.0,,NONE,Good,8 Good,1230,640.0,1925,,98199,47.6372,-122.395,1780,4050
